City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,mariehamn,60.0973,19.9348,-0.08,100,100,3.6,AX,1736473016
277,dubbo,-32.25,148.6167,30.07,48,75,4.12,AU,1736473017
278,tukrah,32.5341,20.5791,15.19,79,37,3.98,LY,1736473019
279,buta,2.7858,24.73,20.38,44,99,0.65,CD,1736473020
280,arkadak,51.9326,43.4978,0.02,90,100,1.32,RU,1736473021
281,lubuklinggau,-3.3,102.8667,25.48,81,100,0.77,ID,1736473023
282,cheremukhovo,60.3484,59.9851,-3.5,75,35,5.66,RU,1736473024
283,nhamunda,-2.1861,-56.7131,23.41,98,95,1.89,BR,1736473025
284,dryden,49.7833,-92.7503,-6.84,93,100,3.09,CA,1736473026
285,piton saint-leu,-21.2196,55.3151,23.06,73,0,2.57,RE,1736473028
286,breaux bridge,30.2735,-91.8993,5.03,89,100,3.6,US,1736473029
287,portland,45.5234,-122.6762,7.16,72,40,5.81,US,1736472961
288,belmonte,-15.8631,-38.8828,24.17,93,99,2.16,BR,1736473031
289,sitka,57.0531,-135.33,8.94,81,100,11.83,US,1736473032
290,kill devil hills,36.0307,-75.676,1.66,49,0,5.14,US,1736473033
291,novodvinsk,64.4165,40.8122,-7.14,90,32,4.26,RU,1736473034
292,al khawr,25.7667,51.3167,14.93,86,30,4.53,QA,1736473035
293,verdun,49.25,5.3333,-0.35,95,83,3.36,FR,1736473036
294,amga,60.8953,131.9608,-30.0,97,93,0.58,RU,1736473038
295,san andres,12.5847,-81.7006,27.01,89,20,5.66,CO,1736473039
296,khandud,36.9513,72.318,-24.01,66,7,2.3,AF,1736473040
297,vadso,70.0744,29.7487,-9.91,85,67,7.2,NO,1736473041
298,nicoya,10.1483,-85.452,23.01,85,100,4.49,CR,1736473042
299,withernsea,53.7311,0.0335,-2.05,72,0,5.95,GB,1736473043
300,illizi,26.4833,8.4667,9.7,28,0,1.27,DZ,1736473044
301,inhambane,-23.865,35.3833,27.03,88,13,5.84,MZ,1736473045
302,swakopmund,-22.6833,14.5333,17.21,86,81,0.45,,1736473047
303,howard springs,-12.497,131.047,31.6,84,96,1.6,AU,1736473048
304,san patricio,28.017,-97.5169,4.97,90,100,7.55,US,1736473049
305,mount gambier,-37.8333,140.7667,31.65,25,69,2.86,AU,1736473050
306,urangan,-25.3,152.9,25.39,70,13,2.25,AU,1736473051
307,bazarak,35.3129,69.5152,-5.75,35,74,4.97,AF,1736473052
308,praia,14.9215,-23.5087,22.3,78,0,4.63,CV,1736473053
309,fort bragg,35.139,-79.006,-1.25,54,0,0.0,US,1736473054
310,olyokminsk,60.3736,120.4264,-25.37,90,99,1.48,RU,1736473055
311,pullman,46.7313,-117.1796,1.34,87,20,4.63,US,1736473057
312,jayapura,-2.5333,140.7,30.66,74,100,1.79,ID,1736473058
313,antsiranana,-12.2787,49.2917,25.15,84,72,5.61,MG,1736473059
314,embu,-23.6489,-46.8522,20.42,93,100,3.32,BR,1736473060
315,kapa'a,22.0752,-159.319,25.26,84,100,5.66,US,1736473061
316,saint-francois,46.4154,3.9054,1.47,93,0,2.06,FR,1736473062
317,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,52,0,3.0,RU,1736473063
318,emmett,43.8735,-116.4993,3.09,70,7,0.45,US,1736473064
319,barcelos,41.5388,-8.6151,13.57,96,100,3.3,PT,1736473066
320,horn lake,34.9554,-90.0348,2.99,50,100,3.09,US,1736473067
321,siyabuswa,-25.1132,29.0445,20.13,88,60,1.86,ZA,1736473068
322,rongelap,11.1635,166.8941,27.31,76,0,9.56,MH,1736473069
323,esquel,-42.9,-71.3167,12.99,51,0,2.59,AR,1736473070
324,karad,17.2833,74.2,16.87,59,96,0.78,IN,1736473071
325,morehead city,34.7229,-76.726,0.56,56,0,1.34,US,1736473024
326,coquimbo,-29.9533,-71.3436,17.85,91,100,2.57,CL,1736473073
327,brokopondo,4.75,-55.1667,24.43,77,48,4.0,SR,1736473075
328,ma'rib,15.4591,45.3253,12.27,67,0,1.32,YE,1736473076
329,tazovsky,67.4667,78.7,-19.83,95,100,6.53,RU,1736473077
330,callao,-12.0667,-77.15,23.18,68,0,6.69,PE,1736473078
331,kumi,36.1136,128.336,-8.25,50,6,3.57,KR,1736472922
332,ust'-ilimsk,58.0006,102.6619,-20.93,100,80,2.14,RU,1736473080
333,atafu village,-8.5421,-172.5159,28.04,74,100,8.15,TK,1736473081
334,galashiels,55.6146,-2.807,-3.53,91,10,1.69,GB,1736473082
335,semirom,31.4167,51.5667,-3.31,69,0,1.51,IR,1736473083
336,richfield,44.8833,-93.283,-5.26,87,100,2.06,US,1736473086
337,kupang,-10.1667,123.5833,31.32,79,20,4.12,ID,1736473087
338,birjand,32.8663,59.2211,-1.74,64,0,2.06,IR,1736473088
339,bukoba,-1.3317,31.8122,19.22,69,94,1.32,TZ,1736473089
340,ganshui,28.7422,106.7111,8.16,70,91,1.79,CN,1736473090
341,san jose de jachal,-30.2406,-68.7469,22.37,54,93,2.51,AR,1736473091
342,polyarnyy,69.1989,33.4478,-7.19,97,100,4.92,RU,1736473093
343,necochea,-38.5473,-58.7368,17.79,95,100,5.48,AR,1736473094
344,luau,-10.7073,22.2247,18.48,99,100,1.12,AO,1736473097
345,margate,51.3813,1.3862,-0.07,87,8,4.28,GB,1736473098
346,kalmunai,7.4167,81.8167,24.4,92,91,5.08,LK,1736473100
347,karasburg,-28.0167,18.75,17.98,50,99,2.88,,1736473101
348,richards bay,-28.783,32.0377,23.65,90,9,4.4,ZA,1736473102
349,saudarkrokur,65.7461,-19.6394,-7.59,84,98,6.44,IS,1736473103
350,desna,50.9273,30.7605,3.66,93,90,5.27,UA,1736473104
351,alamosa,37.4695,-105.87,-6.01,53,75,4.63,US,1736473105
352,at taj,24.2049,23.2857,8.77,67,0,3.62,LY,1736473106
353,hong kong,22.2855,114.1577,14.07,48,4,4.92,HK,1736473005
354,nikel,69.4128,30.222,-23.46,100,100,2.19,RU,1736473108
355,malasila,6.9439,125.1294,27.55,80,100,1.01,PH,1736473110
356,cide,41.8921,33.0044,10.96,67,18,3.38,TR,1736473111
357,igarka,67.4667,86.5833,-32.84,99,44,1.96,RU,1736473112
358,sen monorom,12.45,107.2,20.82,64,91,6.2,KH,1736473114
359,ngereklmadel,7.4883,134.4856,30.05,79,75,5.14,PW,1736473115
360,medina,24.4686,39.6142,13.24,58,20,3.09,SA,1736473118
361,parry sound,45.3501,-80.033,-10.97,48,1,1.85,CA,1736473119
362,lunino,53.5918,45.2271,-0.22,83,100,3.53,RU,1736473120
363,vesele,47.0148,34.915,6.89,98,69,3.7,UA,1736473121
364,general conesa,-40.1,-64.4333,16.61,49,38,7.64,AR,1736473122
365,pontes e lacerda,-15.2261,-59.3353,22.65,97,100,0.91,BR,1736473123
366,sa'dah,16.9402,43.7639,8.71,76,0,1.04,YE,1736473125
367,flying fish cove,-10.4217,105.6791,26.82,94,100,3.09,CX,1736473126
368,xilin hot,43.9667,116.0333,-17.11,73,81,2.06,CN,1736473127
369,argo,37.6333,22.7333,10.46,83,0,1.95,GR,1736473128
370,nema,57.5067,50.5011,-1.47,88,100,4.29,RU,1736473129
371,kletnya,53.3897,33.2171,2.39,92,100,4.63,RU,1736473130
372,howrah,22.5892,88.3103,13.0,82,0,3.6,IN,1736473131
373,pariaman,-0.619,100.12,26.03,76,100,1.62,ID,1736473132
374,genhe,50.7833,121.5167,-22.18,90,17,1.07,CN,1736473134
375,souillac,-20.5167,57.5167,26.21,94,75,3.6,MU,1736473135
376,masterton,-40.9597,175.6575,20.05,33,2,3.22,NZ,1736473136
377,ancud,-41.8697,-73.8203,10.59,73,0,2.57,CL,1736473137
378,betio village,1.358,172.9211,30.02,78,16,5.13,KI,1736473138
379,macusani,-14.0833,-70.4333,3.13,98,100,2.01,PE,1736473139
380,puerto maldonado,-12.6,-69.1833,22.94,99,100,0.99,PE,1736473140
381,cabo san lucas,22.8909,-109.9124,20.42,52,20,2.57,MX,1736472771
382,kabinda,-6.1333,24.4833,19.12,94,100,0.67,CD,1736473142
383,taunusstein,50.15,8.15,0.15,89,100,3.09,DE,1736473144
384,amarante do maranhao,-5.5667,-46.7422,22.18,98,100,1.27,BR,1736473145
385,boundiali,9.5217,-6.4869,22.54,19,100,1.42,CI,1736473147
386,pisco,-13.7,-76.2167,20.03,83,0,6.69,PE,1736473148
387,vahdat,38.5563,69.0135,-3.59,86,0,1.0,TJ,1736473149
388,meulaboh,4.1363,96.1285,26.1,77,93,1.48,ID,1736473150
389,manokwari,-0.8667,134.0833,28.62,69,100,1.57,ID,1736473152
390,tucurui,-3.7661,-49.6725,23.43,94,100,0.79,BR,1736473153
391,rensselaer,42.7168,-73.4829,-6.22,76,100,6.95,US,1736473154
392,namibe,-15.1961,12.1522,20.09,84,9,1.4,AO,1736473155
393,thunder bay,48.4001,-89.3168,-4.01,74,100,2.57,CA,1736473156
394,asau,46.4333,26.4,5.9,82,0,3.15,RO,1736473157
395,sao gabriel da cachoeira,-0.1303,-67.0892,25.19,78,71,0.85,BR,1736473158
396,aljezur,37.3191,-8.8033,13.15,87,10,1.33,PT,1736473159
397,taroa,8.7058,171.2275,27.27,78,66,9.77,MH,1736473161
398,serdar,38.9764,56.2757,1.86,60,8,2.53,TM,1736473162
399,kismayo,-0.3582,42.5454,24.85,81,100,6.42,SO,1736473163
400,geraldton,-28.7667,114.6,24.23,60,40,5.66,AU,1736473165
401,jeju city,33.5097,126.5219,1.96,69,75,5.66,KR,1736473028
402,dalnerechensk,45.9339,133.7225,-14.64,85,73,1.83,RU,1736473167
403,loreto,22.2667,-101.9667,14.37,59,4,12.58,MX,1736473168
404,kargil,34.5667,76.1,-29.67,88,100,1.74,IN,1736473171
405,whakatane,-37.9585,176.9854,22.51,58,8,3.13,NZ,1736473172
406,ponta delgada,37.7333,-25.6667,18.4,100,20,7.72,PT,1736473173
407,zalingei,12.9096,23.4741,16.97,23,88,2.62,SD,1736473174
408,coahuayana de hidalgo,18.7,-103.6583,23.56,82,100,0.3,MX,1736473175
409,vilyuchinsk,52.9306,158.4028,-10.85,68,0,2.78,RU,1736473176
410,greymouth,-42.4667,171.2,19.53,66,86,3.86,NZ,1736473178
411,midvagur,62.0511,-7.1939,-1.54,74,100,0.0,FO,1736473179
412,demopolis,32.5176,-87.8364,4.97,60,75,0.0,US,1736473180
413,nagqu,31.5,92.0,-10.44,25,0,1.35,CN,1736473181
414,kaifeng,34.7911,114.3483,0.89,23,30,4.51,CN,1736473145
415,jorpeland,59.0225,6.0408,0.08,94,8,2.4,NO,1736473183
416,luderitz,-26.6481,15.1594,16.75,83,6,5.84,,1736473184
417,santa vitoria,-18.8386,-50.1214,22.98,92,85,1.89,BR,1736473185
418,fiambala,-27.6871,-67.6149,22.6,55,38,4.57,AR,1736473186
419,wulingyuan,29.3494,110.5441,2.56,37,1,1.17,CN,1736473188
420,ghatal,22.6667,87.7167,13.55,42,0,2.7,IN,1736473189
421,ketchikan,55.3422,-131.6461,10.26,89,100,3.09,US,1736473190
422,rupert,42.6191,-113.6772,-2.03,80,40,1.54,US,1736472999
423,ulladulla,-35.35,150.4667,22.97,74,100,3.07,AU,1736473192
424,bestobe,52.4994,73.0975,-6.81,63,100,10.44,KZ,1736473193
425,olinda,-8.0089,-34.8553,27.85,83,75,4.12,BR,1736473194
426,villa regina,-39.1,-67.0667,22.21,20,76,2.24,AR,1736473195
427,keelung,25.1283,121.7419,11.94,68,100,6.79,TW,1736473197
428,umm kaddadah,13.6017,26.6876,16.19,33,0,6.01,SD,1736473198
429,beltran,-27.8291,-64.061,22.22,68,0,1.36,AR,1736473199
430,palangkaraya,-2.2,113.8333,30.36,67,100,0.91,ID,1736473200
431,kandahar,31.0,65.75,4.82,47,100,1.71,AF,1736472908
432,meadow lake,34.8014,-106.5436,-0.74,88,100,4.64,US,1736473202
433,xianning,29.8833,114.2167,4.9,30,6,2.67,CN,1736473203
434,buala,-8.145,159.5921,29.04,77,98,5.03,SB,1736473204
435,almazan,41.4865,-2.5309,7.57,91,100,4.34,ES,1736473206
436,sorong,-0.8833,131.25,28.51,74,69,2.12,ID,1736473207
437,oliva,38.9197,-0.1194,16.35,67,13,4.92,ES,1736473208
438,gereshk,31.8209,64.5701,6.82,54,100,1.94,AF,1736473209
439,eravur town,7.7782,81.6038,24.47,92,100,3.34,LK,1736473210
440,baturaja,-4.1333,104.1667,24.94,87,100,1.22,ID,1736473211
441,yayladagi,35.9025,36.0627,6.05,64,74,4.7,TR,1736473212
442,hadibu,12.65,54.0333,21.93,71,1,4.54,YE,1736473213
443,khor,47.8861,134.9464,-17.5,95,30,2.61,RU,1736473214
444,ust-tsilma,65.441,52.1498,-8.74,94,100,3.81,RU,1736473216
445,naryn,41.4287,75.9911,-18.33,59,0,4.82,KG,1736473217
446,holualoa,19.6228,-155.9522,24.91,82,75,4.12,US,1736473218
447,okhotsk,59.3833,143.3,-19.61,78,12,6.12,RU,1736473219
448,baley,51.6,116.6333,-22.1,94,93,0.23,RU,1736473220
449,toppenish,46.3774,-120.3087,2.23,83,41,0.62,US,1736473221
450,aginskoye,51.1,114.53,-19.9,86,100,2.26,RU,1736473222
451,muisne,0.6,-80.0333,24.58,89,100,3.15,EC,1736473223
452,hotan,37.0997,79.9269,-4.74,54,0,1.18,CN,1736473225
453,al balyana,26.2357,32.0035,10.12,48,0,3.69,EG,1736473226
454,santos dumont,-21.4567,-43.5525,15.24,98,100,1.79,BR,1736473227
455,tot'ma,59.9747,42.7642,-3.94,94,100,3.47,RU,1736473228
456,gisborne,-38.6533,178.0042,16.52,55,21,7.0,NZ,1736473229
457,port blair,11.6667,92.75,27.02,83,75,2.57,IN,1736473230
458,island harbour,50.724,-1.2758,0.57,93,58,0.45,GB,1736473231
459,butha-buthe,-28.8333,28.5,11.45,66,7,1.67,LS,1736473232
460,krasnyy chikoy,50.3643,108.7512,-28.67,100,82,0.38,RU,1736473234
461,katsuura,35.1333,140.3,5.82,36,3,6.31,JP,1736473235
462,mujiayingzi,42.1167,118.7833,-10.95,36,84,3.04,CN,1736473236
463,wanning,18.8003,110.3967,19.39,68,80,6.59,CN,1736473237
464,monrovia,6.3005,-10.7969,26.88,81,99,1.84,LR,1736473238
465,ambilobe,-13.2,49.05,22.27,93,47,1.41,MG,1736473239
466,camana,-16.6228,-72.7111,20.91,85,71,2.84,PE,1736473240
467,ghadamis,30.1337,9.5007,10.73,41,5,3.13,LY,1736473241
468,fauske,67.2588,15.3918,-5.59,89,83,2.71,NO,1736473244
469,newman,37.3138,-121.0208,12.81,72,0,0.39,US,1736473245
470,irara,-12.05,-38.7667,22.95,86,95,2.72,BR,1736473246
471,cestos city,5.46,-9.5828,26.9,80,100,3.28,LR,1736473247
472,tuban,-6.8976,112.0649,25.76,80,100,2.47,ID,1736473248
473,usogorsk,63.4106,48.6872,-9.41,89,100,6.31,RU,1736473249
474,paracuru,-3.41,-39.0306,26.26,84,100,4.37,BR,1736473250
475,sinop,41.7711,34.8709,7.66,62,1,4.83,TR,1736473252
476,frei paulo,-10.5494,-37.5344,24.09,81,100,3.43,BR,1736473253
477,yonan-up,37.9089,126.1611,-7.93,56,3,1.23,KP,1736473254
478,hoa binh,20.8133,105.3383,14.12,47,99,1.99,VN,1736473255
479,puerto quijarro,-17.7833,-57.7667,25.31,80,100,1.37,BO,1736473256
480,tsiombe,-25.3,45.4833,24.1,96,15,0.61,MG,1736473257
481,noumea,-22.2763,166.4572,25.08,66,42,7.48,NC,1736473258
482,vila velha,-20.3297,-40.2925,22.97,98,75,3.09,BR,1736473259
483,jutai,-5.1833,-68.9,23.57,96,100,1.09,BR,1736473260
484,acarau,-2.8856,-40.12,26.63,82,56,5.68,BR,1736473262
485,hirara,24.8,125.2833,14.92,82,75,10.8,JP,1736473263
486,yuzhno-kurilsk,44.0306,145.8556,0.43,68,100,3.27,RU,1736473264
487,karwar,14.8,74.1333,22.89,61,100,3.48,IN,1736473265
488,petukhovo,55.0692,67.9019,-4.61,84,100,10.39,RU,1736473268
489,meadow lakes,61.6247,-149.6011,3.44,69,100,2.57,US,1736473269
490,pitimbu,-7.4706,-34.8086,26.56,83,6,4.96,BR,1736473270
491,qa'en,33.7265,59.1844,1.01,42,68,0.67,IR,1736473271
492,chardara,41.2547,67.9692,-0.11,54,0,2.17,KZ,1736473272
493,mosjoen,65.836,13.1908,-6.71,93,100,1.54,NO,1736473273
494,charters towers,-20.1,146.2667,33.73,33,5,5.35,AU,1736473274
495,anshun,26.25,105.9333,-0.73,90,100,3.19,CN,1736473275
496,san luis de la loma,17.2706,-100.8939,25.14,77,100,3.89,MX,1736473276
497,bondo,3.8146,23.6866,20.31,44,57,1.42,CD,1736473278
498,tbeng meanchey,13.8167,104.9667,23.97,61,95,2.37,KH,1736473279
499,nyurba,63.2842,118.3319,-20.88,97,100,2.57,RU,1736473280
500,codajas,-3.8367,-62.0569,23.26,100,100,1.69,BR,1736473281
501,auki,-8.7676,160.7034,28.02,77,100,3.11,SB,1736473282
502,likiep,9.8251,169.3107,27.11,75,27,9.58,MH,1736473283
503,librazhd-qender,41.1969,20.3356,9.15,93,92,1.09,AL,1736473284
504,goz beida,13.95,20.55,16.46,21,0,3.27,TD,1736473285
505,nacozari de garcia,30.3742,-109.6908,3.47,81,100,2.6,MX,1736473287
506,hepo,23.4308,115.8299,12.12,42,1,3.18,CN,1736473288
507,turiacu,-1.6633,-45.3717,23.8,95,87,1.34,BR,1736473289
508,tarawa,1.419,172.984,30.05,74,40,4.12,KI,1736473290
509,kovilpatti,9.1667,77.8667,22.53,76,100,3.95,IN,1736473291
510,ayorou,14.7308,0.9174,19.39,22,98,5.03,NE,1736473292
511,fort st. john,56.2499,-120.8529,0.94,86,100,5.14,CA,1736473260
512,salavan,15.7167,106.4167,23.21,61,2,1.73,LA,1736473294
513,ingeniero jacobacci,-41.3427,-69.5448,20.04,39,59,11.95,AR,1736473295
514,revda,56.801,59.9303,-1.16,86,100,6.48,RU,1736473297
515,cobija,-11.0267,-68.7692,22.7,97,100,1.18,BO,1736473298
516,lerma,42.0261,-3.7598,6.96,96,92,4.14,ES,1736473299
517,dunay,42.8803,132.3375,-8.0,68,82,13.69,RU,1736473300
518,tongging,2.8969,98.5262,17.87,74,100,1.52,ID,1736473301
519,gaalkacyo,6.7697,47.4308,19.8,80,12,5.37,SO,1736473302
520,bubaque,11.2833,-15.8333,24.98,81,0,3.58,GW,1736473303
521,along,28.1667,94.7667,9.85,65,27,0.31,IN,1736473306
522,khanty-mansiysk,61.0042,69.0019,-4.94,100,75,4.0,RU,1736473307
523,fort mcmurray,56.7268,-111.381,-9.23,92,100,4.12,CA,1736473308
524,prata,-19.3072,-48.9242,21.1,91,29,1.95,BR,1736473309
525,zaragoza,41.6561,-0.8773,10.57,60,0,1.54,ES,1736473310
526,kushva,58.2906,59.7592,-2.26,82,74,7.33,RU,1736473311
527,sao tome,0.3365,6.7273,26.3,83,74,1.77,ST,1736473312
528,lawrenceburg,38.0373,-84.8966,-9.06,93,0,0.0,US,1736473313
529,dickinson,29.4608,-95.0513,6.13,91,100,7.2,US,1736473315
530,neiafu,-18.65,-173.9833,25.38,94,100,5.14,TO,1736473316
531,labytnangi,66.6572,66.4183,-13.07,96,100,2.73,RU,1736473317
532,putian,25.4394,119.0103,9.27,48,11,4.0,CN,1736473318
533,tucuma,-0.1833,-50.05,24.6,92,53,2.17,BR,1736473319
534,ardatov,55.2421,43.097,-2.15,94,100,4.39,RU,1736473320
535,revelstoke,50.9832,-118.2023,1.01,86,100,1.54,CA,1736473202
536,al fashn,28.8243,30.8995,12.17,46,0,3.1,EG,1736473322
537,samana,19.2056,-69.3369,22.83,79,100,3.86,DO,1736473323
538,cao bang,22.6667,106.25,12.47,49,99,1.58,VN,1736473325
539,papao,-17.75,-149.55,31.82,78,94,7.14,PF,1736473326
540,tangalle,6.024,80.7911,24.55,92,86,1.15,LK,1736473327
541,alice springs,-23.7,133.8833,37.75,10,10,5.66,AU,1736473328
542,azadshahr,34.7909,48.5707,-5.73,93,0,0.0,IR,1736473329
543,makueni boma,-1.8041,37.6203,17.47,98,100,0.96,KE,1736473330
544,bamboo flat,11.7,92.7167,27.05,83,75,2.57,IN,1736473331
545,malanje,-9.5402,16.341,16.82,99,100,2.13,AO,1736473332
546,atbasar,51.8,68.3333,-10.11,70,75,6.87,KZ,1736473333
547,barcs,45.96,17.4586,11.02,79,100,2.18,HU,1736473335
548,haiku-pauwela,20.9219,-156.3051,26.01,77,40,8.05,US,1736473337
549,rotonda west,26.8837,-82.2901,9.99,66,40,3.09,US,1736473338
550,happy valley-goose bay,53.3168,-60.3315,1.17,80,100,12.86,CA,1736473339
551,orcopampa,-15.2661,-72.3417,7.3,61,100,3.29,PE,1736473340
552,korla,41.7597,86.1469,-8.23,87,95,1.43,CN,1736473341
553,cuero,29.0939,-97.2892,3.34,91,100,2.68,US,1736473344
